YEA_GOV,PROV,TAX_TYPE,FORM_CODE,AMT_RCV
2566,ตรัง,6,ภธ40,30659558.06
2566,ตรัง,7,อส10,5082785.45
2566,ตรัง,7,อส10.1,39270
2566,ตรัง,7,อส4,6001718.25
2566,ตรัง,7,อส4ก,127413.9
2566,ตรัง,7,อส4ข,1021390.29
2566,ตรัง,7,อส9,1248107
2566,ตรัง,9,รบ1,92
2566,ตรัง,11,ป2,718700
2566,ตราด,1,ทป3,19887613.3
2566,ตราด,1,ป2,715600
2566,ตราด,1,ภงด1,28168986.1
2566,ตราด,1,ภงด2,9485219.61
2566,ตราด,1,ภงด3,22024931.19
2566,ตราด,1,ภงด90,31447473.09
2566,ตราด,1,ภงด91,11455150.35
2566,ตราด,1,ภงด93,584942.24
2566,ตราด,1,ภงด94,13497290.34
2566,ตราด,2,ทป3,2371529.88
2566,ตราด,2,ป2,357800
2566,ตราด,2,ภงด50,51823225.97
2566,ตราด,2,ภงด51,34239973.15
2566,ตราด,2,ภงด53,42636845.43
2566,ตราด,2,ภงด55,113389.31
2566,ตราด,5,ทป3,11941390.46
2566,ตราด,5,ป2,268700
2566,ตราด,5,ภพ30,378919814.2
2566,ตราด,5,ภพ36,5530126.92
2566,ตราด,6,ทป3,43234.72
2566,ตราด,6,ป2,5300
2566,ตราด,6,ภธ40,9763418.9
2566,ตราด,7,อส10,2145090.01
2566,ตราด,7,อส10.1,100837
2566,ตราด,7,อส4,2403695
2566,ตราด,7,อส4ก,27355.5
2566,ตราด,7,อส4ข,358457.2
2566,ตราด,7,อส9,812874
2566,ตราด,11,ป2,436599
2566,ตาก,1,ทป3,43350600.77
2566,ตาก,1,ป2,1222900
2566,ตาก,1,ภงด1,58229472.99
2566,ตาก,1,ภงด2,30616729.53
2566,ตาก,1,ภงด3,48266640.32
2566,ตาก,1,ภงด90,50339228.26
2566,ตาก,1,ภงด91,18202437.12
2566,ตาก,1,ภงด93,1375166.09
2566,ตาก,1,ภงด94,15192460.58
2566,ตาก,2,ทป3,9180558.55
2566,ตาก,2,ป2,655400
2566,ตาก,2,ภงด50,208798193.2
2566,ตาก,2,ภงด51,167082399.1
2566,ตาก,2,ภงด53,106272977.3
2566,ตาก,2,ภงด54,500436.68
2566,ตาก,2,ภงด55,290184.53
2566,ตาก,5,ทป3,11854272.12
2566,ตาก,5,ป2,368400
2566,ตาก,5,ภพ30,784663202.7
2566,ตาก,5,ภพ36,4411160.49
2566,ตาก,6,ทป3,26366.27
2566,ตาก,6,ป2,9300
2566,ตาก,6,ภธ40,20754040.03
2566,ตาก,7,ทป3,162667.5
2566,ตาก,7,อส10,4518478.5
2566,ตาก,7,อส10.1,177076
2566,ตาก,7,อส4,4718566
2566,ตาก,7,อส4ก,42117.9
2566,ตาก,7,อส4ข,719180.4
2566,ตาก,7,อส9,557926
2566,ตาก,10,รบ1,23.5
2566,ตาก,11,ป2,293400
2566,ตาก,15,รบ1,4789.06
2566,นครนายก,1,ทป3,24515680.83
2566,นครนายก,1,ป2,601800
2566,นครนายก,1,ภงด1,54762046.94
2566,นครนายก,1,ภงด2,8195878.81
2566,นครนายก,1,ภงด3,37195091.78
2566,นครนายก,1,ภงด90,29159950.86
2566,นครนายก,1,ภงด91,13923738.15
2566,นครนายก,1,ภงด93,218647
2566,นครนายก,1,ภงด94,10028396.4
2566,นครนายก,2,ทป3,7198987.76
2566,นครนายก,2,ป2,479100
2566,นครนายก,2,ภงด50,55713453.27
2566,นครนายก,2,ภงด51,56971721.35
2566,นครนายก,2,ภงด53,73759282.74
2566,นครนายก,2,ภงด54,70174.23
2566,นครนายก,2,ภงด55,66748.1
2566,นครนายก,5,ทป3,9945075.49
2566,นครนายก,5,ป2,190900
2566,นครนายก,5,ภพ30,410461571.3
2566,นครนายก,5,ภพ36,1068383.34
2566,นครนายก,6,ทป3,584396.3
2566,นครนายก,6,ป2,13100
2566,นครนายก,6,ภธ40,12599627.32
2566,นครนายก,7,อส10,2186392.7
2566,นครนายก,7,อส10.1,141664
2566,นครนายก,7,อส4,2907945
2566,นครนายก,7,อส4ก,33447
2566,นครนายก,7,อส4ข,247829.49
2566,นครนายก,7,อส9,1179763
2566,นครนายก,11,ป2,385200
2566,นครนายก,15,รบ1,1248
2566,นครปฐม,1,ทป3,155909601.7
2566,นครปฐม,1,ป2,2696100
2566,นครปฐม,1,ภงด1,1500776297
2566,นครปฐม,1,ภงด2,649746668.1
2566,นครปฐม,1,ภงด3,351915950.9
2566,นครปฐม,1,ภงด90,241435999.2
2566,นครปฐม,1,ภงด91,106218641.1
2566,นครปฐม,1,ภงด93,1441705.33
2566,นครปฐม,1,ภงด94,42805622.39
2566,นครปฐม,2,ทป3,98067643.76
2566,นครปฐม,2,ป2,4660700
2566,นครปฐม,2,ภงด50,2142805942
2566,นครปฐม,2,ภงด51,1777122883
2566,นครปฐม,2,ภงด53,1185913767
2566,นครปฐม,2,ภงด54,136752491.6
2566,นครปฐม,2,ภงด55,2005909.39
2566,นครปฐม,5,ทป3,90590036.97
2566,นครปฐม,5,ป2,1456400
2566,นครปฐม,5,ภพ30,6354348727
2566,นครปฐม,5,ภพ30.2,8339.44
2566,นครปฐม,5,ภพ36,67479141.32
2566,นครปฐม,6,ทป3,4973842.53
2566,นครปฐม,6,ป2,55000
2566,นครปฐม,6,ภธ40,68701959.25
2566,นครปฐม,7,อส10,11491444.5
2566,นครปฐม,7,อส10.1,104706
2566,นครปฐม,7,อส4,14828814
2566,นครปฐม,7,อส4ก,517254.31
2566,นครปฐม,7,อส4ข,11495452.5
2566,นครปฐม,7,อส9,12187744
2566,นครปฐม,11,ป2,2214600
2566,นครปฐม,15,รบ1,5646.17
2566,นครปฐม,70,ภม60,65138625.4
2566,นครพนม,1,ทป3,26727336.31
2566,นครพนม,1,ป2,1214700
2566,นครพนม,1,ภงด1,21496834.46
2566,นครพนม,1,ภงด2,2127858.14
2566,นครพนม,1,ภงด3,23639269
2566,นครพนม,1,ภงด90,34682048.62
2566,นครพนม,1,ภงด91,23609444.37
2566,นครพนม,1,ภงด93,243500
2566,นครพนม,1,ภงด94,8480477.64
2566,นครพนม,2,ทป3,1433457.57
2566,นครพนม,2,ป2,508200
2566,นครพนม,2,ภงด50,30965119.32
2566,นครพนม,2,ภงด51,22419335.13
2566,นครพนม,2,ภงด53,40896031.48
2566,นครพนม,2,ภงด55,200454
2566,นครพนม,5,ทป3,6366649.52
2566,นครพนม,5,ป2,435300
2566,นครพนม,5,ภพ30,374349027.5
2566,นครพนม,5,ภพ36,1299089.12
2566,นครพนม,6,ทป3,119907.4
2566,นครพนม,6,ป2,27600
2566,นครพนม,6,ภธ40,26033854.31
2566,นครพนม,7,อส10,3786287.26
2566,นครพนม,7,อส10.1,122868
2566,นครพนม,7,อส4,1174769.93
2566,นครพนม,7,อส4ก,56411.58
2566,นครพนม,7,อส4ข,605306.87
2566,นครพนม,7,อส9,2067121
2566,นครพนม,11,ป2,312300
2566,นครราชสีมา,1,ทป3,189196319.4
2566,นครราชสีมา,1,ป2,4517400
2566,นครราชสีมา,1,ภงด1,903639507.9
2566,นครราชสีมา,1,ภงด2,111884752.4
2566,นครราชสีมา,1,ภงด3,311364672.8
2566,นครราชสีมา,1,ภงด90,214203394.6
2566,นครราชสีมา,1,ภงด91,143438357
2566,นครราชสีมา,1,ภงด93,134027674.1
2566,นครราชสีมา,1,ภงด94,64738066
2566,นครราชสีมา,2,ทป3,137249926.8
2566,นครราชสีมา,2,ป2,2729900
2566,นครราชสีมา,2,ภงด50,1235853068
2566,นครราชสีมา,2,ภงด51,844516858.6
2566,นครราชสีมา,2,ภงด53,1174934350
2566,นครราชสีมา,2,ภงด54,356740193.6
2566,นครราชสีมา,2,ภงด55,1611584.17
2566,นครราชสีมา,5,ทป3,43570645.77
2566,นครราชสีมา,5,ป2,1815800
2566,นครราชสีมา,5,ภพ30,4818030926
2566,นครราชสีมา,5,ภพ36,154132490.2
2566,นครราชสีมา,6,ทป3,67246.66
2566,นครราชสีมา,6,ป2,75000
2566,นครราชสีมา,6,ภธ40,147446535.5
2566,นครราชสีมา,7,อส10,19456106.71
2566,นครราชสีมา,7,อส10.1,2572783
2566,นครราชสีมา,7,อส4,15259139.25
2566,นครราชสีมา,7,อส4ก,379320.6
2566,นครราชสีมา,7,อส4ข,12186117.26
2566,นครราชสีมา,7,อส9,19085941
2566,นครราชสีมา,11,ป2,3600600
2566,นครราชสีมา,70,ภม60,104563.33
2566,นครศรีธรรมราช,1,ทป3,75761477.94
2566,นครศรีธรรมราช,1,ป2,1646300
2566,นครศรีธรรมราช,1,ภงด1,223998672.6
2566,นครศรีธรรมราช,1,ภงด2,35163852.25
2566,นครศรีธรรมราช,1,ภงด3,117187222
2566,นครศรีธรรมราช,1,ภงด90,96373203.76
2566,นครศรีธรรมราช,1,ภงด91,76177632.57
2566,นครศรีธรรมราช,1,ภงด93,7998452.94
2566,นครศรีธรรมราช,1,ภงด94,19479976.33
2566,นครศรีธรรมราช,2,ทป3,3421910.66
2566,นครศรีธรรมราช,2,ป2,1299300
2566,นครศรีธรรมราช,2,ภงด50,202178974.3
2566,นครศรีธรรมราช,2,ภงด51,208093132.3
2566,นครศรีธรรมราช,2,ภงด53,225248115.3
2566,นครศรีธรรมราช,2,ภงด54,2972752.5
2566,นครศรีธรรมราช,2,ภงด55,318997.23
2566,นครศรีธรรมราช,5,ทป3,45404055.51
2566,นครศรีธรรมราช,5,ป2,576900
2566,นครศรีธรรมราช,5,ภพ30,1636639162
2566,นครศรีธรรมราช,5,ภพ36,35663137.61
2566,นครศรีธรรมราช,6,ทป3,153202.12
2566,นครศรีธรรมราช,6,ป2,16800
2566,นครศรีธรรมราช,6,ภธ40,66060363.76
2566,นครศรีธรรมราช,7,อส10,7530229.6
2566,นครศรีธรรมราช,7,อส10.1,1539799
2566,นครศรีธรรมราช,7,อส4,8627669.1
2566,นครศรีธรรมราช,7,อส4ก,291464
2566,นครศรีธรรมราช,7,อส4ข,3743014.5
2566,นครศรีธรรมราช,7,อส9,5444826
2566,นครศรีธรรมราช,10,รบ1,8
2566,นครศรีธรรมราช,11,ป2,1477357.8
2566,นครศรีธรรมราช,15,รบ1,8452.75
2566,นครสวรรค์,1,ทป3,74576719.67
2566,นครสวรรค์,1,ป2,2304700
2566,นครสวรรค์,1,ภงด1,153107715.8
2566,นครสวรรค์,1,ภงด2,31004006.75
2566,นครสวรรค์,1,ภงด3,90759259.18
2566,นครสวรรค์,1,ภงด90,104883443.8
2566,นครสวรรค์,1,ภงด91,37875673.95
2566,นครสวรรค์,1,ภงด93,63721722.47
2566,นครสวรรค์,1,ภงด94,20805669.57
2566,นครสวรรค์,2,ทป3,7054650.71
2566,นครสวรรค์,2,ป2,1174000
2566,นครสวรรค์,2,ภงด50,265181250.5
2566,นครสวรรค์,2,ภงด51,303983969.7
2566,นครสวรรค์,2,ภงด53,266154901
2566,นครสวรรค์,2,ภงด54,99553.11
2566,นครสวรรค์,2,ภงด55,738951.78
2566,นครสวรรค์,5,ทป3,47516857.86
2566,นครสวรรค์,5,ป2,678500
2566,นครสวรรค์,5,ภพ30,1720417901
2566,นครสวรรค์,5,ภพ36,5858325.59
2566,นครสวรรค์,6,ทป3,4190925.23
2566,นครสวรรค์,6,ป2,50000
2566,นครสวรรค์,6,ภธ40,49836941.14
2566,นครสวรรค์,7,อส10,7422316
2566,นครสวรรค์,7,อส10.1,1426817
2566,นครสวรรค์,7,อส4,4891332.75
2566,นครสวรรค์,7,อส4ก,113796
2566,นครสวรรค์,7,อส4ข,7435160.69
2566,นครสวรรค์,7,อส9,5618108
2566,นครสวรรค์,10,รบ1,5.5
2566,นครสวรรค์,11,ป2,796900
2566,นครสวรรค์,15,รบ1,9810
2566,นครสวรรค์,70,ภม60,12724652.77
2566,นนทบุรี,1,ทป3,611737314.9
2566,นนทบุรี,1,ป2,3757000
2566,นนทบุรี,1,ภงด1,6089531965
2566,นนทบุรี,1,ภงด2,1449069661
2566,นนทบุรี,1,ภงด3,1489399770
2566,นนทบุรี,1,ภงด90,706528253.6
2566,นนทบุรี,1,ภงด91,403039892.1
2566,นนทบุรี,1,ภงด93,32921071.79
2566,นนทบุรี,1,ภงด94,93168382.11
2566,นนทบุรี,2,ทป3,143381672.4
2566,นนทบุรี,2,ป2,10593600
2566,นนทบุรี,2,ภงด50,4904917716
2566,นนทบุรี,2,ภงด51,4010739883
2566,นนทบุรี,2,ภงด53,9050794461
2566,นนทบุรี,2,ภงด54,512100386
2566,นนทบุรี,2,ภงด55,19597854.39
2566,นนทบุรี,5,ทป3,122402719
2566,นนทบุรี,5,ป2,4182300
2566,นนทบุรี,5,ภพ30,16050774652
2566,นนทบุรี,5,ภพ30.2,232588.85
2566,นนทบุรี,5,ภพ36,556865760.9
2566,นนทบุรี,6,ทป3,1178759.65
2566,นนทบุรี,6,ป2,110400
2566,นนทบุรี,6,ภธ40,212948199.5
2566,นนทบุรี,7,ทป3,2583142.11
2566,นนทบุรี,7,อส10,24207025.12
2566,นนทบุรี,7,อส10.1,746424
2566,นนทบุรี,7,อส4,652021681.3
2566,นนทบุรี,7,อส4ก,44847927
2566,นนทบุรี,7,อส4ข,17223610
2566,นนทบุรี,7,อส9,23615420
2566,นนทบุรี,10,รบ1,44.5
2566,นนทบุรี,11,ป2,8833100
2566,นนทบุรี,15,รบ1,1724.87
2566,นนทบุรี,70,ภม60,1922505.04
2566,นราธิวาส,1,ทป3,21135724.08
2566,นราธิวาส,1,ป2,490100
2566,นราธิวาส,1,ภงด1,34443011.32
2566,นราธิวาส,1,ภงด2,39322757.43
2566,นราธิวาส,1,ภงด3,28848307.1
2566,นราธิวาส,1,ภงด90,15792168.74
2566,นราธิวาส,1,ภงด91,24888046.76
2566,นราธิวาส,1,ภงด93,1075738.44
2566,นราธิวาส,1,ภงด94,4061218.17
2566,นราธิวาส,2,ทป3,1746909.56
2566,นราธิวาส,2,ป2,351500
2566,นราธิวาส,2,ภงด50,17210501.86
2566,นราธิวาส,2,ภงด51,18640755.5
2566,นราธิวาส,2,ภงด53,65066991.91
2566,นราธิวาส,2,ภงด55,174880.64
2566,นราธิวาส,5,ทป3,39389414.62
2566,นราธิวาส,5,ป2,121000
2566,นราธิวาส,5,ภพ30,356291325.8
2566,นราธิวาส,5,ภพ36,562708.35
2566,นราธิวาส,6,ทป3,924408.82
2566,นราธิวาส,6,ป2,6100
2566,นราธิวาส,6,ภธ40,24221508.98
2566,นราธิวาส,7,อส10,2433043.9
2566,นราธิวาส,7,อส10.1,349490
2566,นราธิวาส,7,อส4,5540297
2566,นราธิวาส,7,อส4ก,41876.88
2566,นราธิวาส,7,อส4ข,1478621.55
2566,นราธิวาส,7,อส9,203608
2566,นราธิวาส,11,ป2,503800
2566,นราธิวาส,15,รบ1,2590
2566,น่าน,1,ทป3,26905158.94
2566,น่าน,1,ป2,658200
2566,น่าน,1,ภงด1,21992751.36
2566,น่าน,1,ภงด2,7035299.48
2566,น่าน,1,ภงด3,24348387.59
2566,น่าน,1,ภงด90,29489007.01
2566,น่าน,1,ภงด91,16043086.69
2566,น่าน,1,ภงด93,255705
2566,น่าน,1,ภงด94,7185988.6
2566,น่าน,2,ทป3,5117233.88
2566,น่าน,2,ป2,175200
2566,น่าน,2,ภงด50,28858410.27
2566,น่าน,2,ภงด51,20996409.91
2566,น่าน,2,ภงด53,47691405.92
2566,น่าน,2,ภงด54,4076.38
2566,น่าน,2,ภงด55,207846.42
2566,น่าน,5,ทป3,9311705.4
2566,น่าน,5,ป2,290600
2566,น่าน,5,ภพ30,296951017.2
2566,น่าน,5,ภพ36,1820135.1
2566,น่าน,6,ป2,8700
2566,น่าน,6,ภธ40,14562881.25
2566,น่าน,7,อส10,2972684.54
2566,น่าน,7,อส10.1,101389
2566,น่าน,7,อส4,584160.5
2566,น่าน,7,อส4ก,61587
2566,น่าน,7,อส4ข,1273623.07
2566,น่าน,7,อส9,2868530
2566,น่าน,9,รบ1,558
2566,น่าน,10,รบ1,1
2566,น่าน,11,ป2,490100
2566,น่าน,15,รบ1,405
2566,บึงกาฬ,1,ทป3,21505863.18
2566,บึงกาฬ,1,ป2,907600
2566,บึงกาฬ,1,ภงด1,7494987.27
2566,บึงกาฬ,1,ภงด2,1393019.7
2566,บึงกาฬ,1,ภงด3,13880063.81
2566,บึงกาฬ,1,ภงด90,26885804.62
2566,บึงกาฬ,1,ภงด91,9080972.55
2566,บึงกาฬ,1,ภงด93,30168690.64
2566,บึงกาฬ,1,ภงด94,9037681.69
2566,บึงกาฬ,2,ทป3,1159978.01
2566,บึงกาฬ,2,ป2,248400
2566,บึงกาฬ,2,ภงด50,18020300.82
2566,บึงกาฬ,2,ภงด51,11278464.84
2566,บึงกาฬ,2,ภงด53,28855373.37
2566,บึงกาฬ,2,ภงด54,2393.57
2566,บึงกาฬ,2,ภงด55,49295
2566,บึงกาฬ,5,ทป3,8280193.5
2566,บึงกาฬ,5,ป2,315000
2566,บึงกาฬ,5,ภพ30,223616402.7
2566,บึงกาฬ,5,ภพ36,65788.9
2566,บึงกาฬ,6,ทป3,121
2566,บึงกาฬ,6,ป2,12500
2566,บึงกาฬ,6,ภธ40,17671515.44
2566,บึงกาฬ,7,อส10,2048762.22
2566,บึงกาฬ,7,อส10.1,93195
2566,บึงกาฬ,7,อส4,1027544.18
2566,บึงกาฬ,7,อส4ก,23247
2566,บึงกาฬ,7,อส4ข,264478.16
2566,บึงกาฬ,7,อส9,1336464
2566,บึงกาฬ,10,รบ1,2
2566,บึงกาฬ,11,ป2,194500
2566,บุรีรัมย์,1,ทป3,68915853.67
2566,บุรีรัมย์,1,ป2,2585500
2566,บุรีรัมย์,1,ภงด1,123500746.4
2566,บุรีรัมย์,1,ภงด2,74251528.07
2566,บุรีรัมย์,1,ภงด3,83299672.24
2566,บุรีรัมย์,1,ภงด90,81836883.08
2566,บุรีรัมย์,1,ภงด91,48630303.28
2566,บุรีรัมย์,1,ภงด93,21983384.6
2566,บุรีรัมย์,1,ภงด94,23849420.22
2566,บุรีรัมย์,2,ทป3,4937045.94
2566,บุรีรัมย์,2,ป2,1036500
2566,บุรีรัมย์,2,ภงด50,320574589.9
2566,บุรีรัมย์,2,ภงด51,206373092.3
2566,บุรีรัมย์,2,ภงด53,242302640.2
2566,บุรีรัมย์,2,ภงด54,4604525.7
2566,บุรีรัมย์,2,ภงด55,338084.61
2566,บุรีรัมย์,5,ทป3,20606005.05
2566,บุรีรัมย์,5,ป2,852300
2566,บุรีรัมย์,5,ภพ30,1225752360
2566,บุรีรัมย์,5,ภพ36,18350720.09
2566,บุรีรัมย์,6,ทป3,428326.69
2566,บุรีรัมย์,6,ป2,30100
2566,บุรีรัมย์,6,ภธ40,59609444.52
2566,บุรีรัมย์,7,อส10,7972445.52
2566,บุรีรัมย์,7,อส10.1,1136394
2566,บุรีรัมย์,7,อส4,4440865.75
2566,บุรีรัมย์,7,อส4ก,112704
2566,บุรีรัมย์,7,อส4ข,1457611.45
2566,บุรีรัมย์,7,อส9,11462773
2566,บุรีรัมย์,11,ป2,678000
2566,ปทุมธานี,1,ทป3,333476692.3
2566,ปทุมธานี,1,ป2,3672300
2566,ปทุมธานี,1,ภงด1,5164993010
2566,ปทุมธานี,1,ภงด2,1052499189
2566,ปทุมธานี,1,ภงด3,1067891677
2566,ปทุมธานี,1,ภงด90,419936807.7
2566,ปทุมธานี,1,ภงด91,301851727.8
2566,ปทุมธานี,1,ภงด93,13032417.45
2566,ปทุมธานี,1,ภงด94,59087618.18
2566,ปทุมธานี,2,ทป3,240716706.4
2566,ปทุมธานี,2,ป2,9310300
2566,ปทุมธานี,2,ภงด50,6451904704
2566,ปทุมธานี,2,ภงด51,6435350662
2566,ปทุมธานี,2,ภงด53,4108836035
2566,ปทุมธานี,2,ภงด54,3627018813
2566,ปทุมธานี,2,ภงด55,3782804.35
2566,ปทุมธานี,5,ทป3,163158335.5
2566,ปทุมธานี,5,ป2,3269600
2566,ปทุมธานี,5,ภพ30,17975631403
2566,ปทุมธานี,5,ภพ30.2,389978.69
2566,ปทุมธานี,5,ภพ36,2271905950
2566,ปทุมธานี,6,ทป3,1426671.79
2566,ปทุมธานี,6,ป2,74000
2566,ปทุมธานี,6,ภธ40,215210031.4
2566,ปทุมธานี,7,ทป3,56
2566,ปทุมธานี,7,อส10,21015822.4
2566,ปทุมธานี,7,อส10.1,98849
2566,ปทุมธานี,7,อส4,69791881.37
2566,ปทุมธานี,7,อส4ก,1059242.14
2566,ปทุมธานี,7,อส4ข,7447735
2566,ปทุมธานี,7,อส9,46324415
2566,ปทุมธานี,10,รบ1,43.5
2566,ปทุมธานี,11,ป2,9310400
2566,ปทุมธานี,15,รบ1,607.24
2566,ประจวบคีรีขันธ์,1,ทป3,44248973.78
2566,ประจวบคีรีขันธ์,1,ป2,1608800
2566,ประจวบคีรีขันธ์,1,ภงด1,192523274
2566,ประจวบคีรีขันธ์,1,ภงด2,21808670.67
2566,ประจวบคีรีขันธ์,1,ภงด3,92661263.65
2566,ประจวบคีรีขันธ์,1,ภงด90,83364203.21
2566,ประจวบคีรีขันธ์,1,ภงด91,35917135.69
2566,ประจวบคีรีขันธ์,1,ภงด93,390981.29
2566,ประจวบคีรีขันธ์,1,ภงด94,16536144.47
2566,ประจวบคีรีขันธ์,2,ทป3,6286543.64
2566,ประจวบคีรีขันธ์,2,ป2,1179100
2566,ประจวบคีรีขันธ์,2,ภงด50,221512838.1
2566,ประจวบคีรีขันธ์,2,ภงด51,74943925.44
2566,ประจวบคีรีขันธ์,2,ภงด53,202480827.5
2566,ประจวบคีรีขันธ์,2,ภงด54,16491383.6
2566,ประจวบคีรีขันธ์,2,ภงด55,256758.48
2566,ประจวบคีรีขันธ์,5,ทป3,19931588.73
2566,ประจวบคีรีขันธ์,5,ป2,618200
2566,ประจวบคีรีขันธ์,5,ภพ30,1556729409
2566,ประจวบคีรีขันธ์,5,ภพ36,22990083.96
2566,ประจวบคีรีขันธ์,6,ทป3,1127284.54
2566,ประจวบคีรีขันธ์,6,ป2,24200
2566,ประจวบคีรีขันธ์,6,ภธ40,29128394.01
2566,ประจวบคีรีขันธ์,7,ทป3,16437.5
2566,ประจวบคีรีขันธ์,7,อส10,5753109.61
2566,ประจวบคีรีขันธ์,7,อส10.1,56051
2566,ประจวบคีรีขันธ์,7,อส4,4858141.98
2566,ประจวบคีรีขันธ์,7,อส4ก,139653.9
2566,ประจวบคีรีขันธ์,7,อส4ข,570264
2566,ประจวบคีรีขันธ์,7,อส9,3061788
2566,ประจวบคีรีขันธ์,11,ป2,844900
2566,ปราจีนบุรี,1,ทป3,39969661.19
2566,ปราจีนบุรี,1,ป2,1909700
2566,ปราจีนบุรี,1,ภงด1,927706463.9
2566,ปราจีนบุรี,1,ภงด2,200837804.4
2566,ปราจีนบุรี,1,ภงด3,127961765.7
2566,ปราจีนบุรี,1,ภงด90,41989434.49
